27.304913	26.627192	26.661495	26.977331	25.380880	26.696442	26.754396	21.947866	26.123999	25.437302	25.206457	25.865499	29.051878	27.645418	26.102905	24.862427	27.655239	25.348238	24.228573	23.917568	26.977455	25.769976	25.943102	22.202288	24.272068	25.429134	24.078094	24.500566	24.740215	24.611416	26.989407	29.711460	28.362885	25.430191	27.649763	23.295961	23.368921	26.695955	25.628149	27.366922	23.115154	28.653963	24.961817	28.268124	26.559126	26.275387	26.362967	24.488737	25.576689	25.073612	27.458330	22.724997	25.435896	26.581249	27.095335	22.918188	25.813044	23.493929	26.390450	26.782598	25.759926	27.562214	25.704021	23.924541	26.164625	25.622225	24.325626	24.472837	28.728910	26.329264	24.548195	25.668617	25.687662	25.860437	24.748304	27.736126	24.757214	27.368711	26.119341	24.425310	28.263588	23.105257	22.814672	26.559921	23.927515	23.059750	27.665518	24.234402	25.717926	23.264410	28.503452	24.959240	27.581173	25.549025	25.741772	31.045574	
23.643776	24.495342	24.112984	25.223637	24.526693	25.394724	24.831539	20.712084	23.469809	23.720497	24.132429	23.435534	24.406948	25.829741	24.087091	23.128765	26.256962	22.777124	22.586689	22.705246	26.112984	23.629545	24.363102	20.440216	23.044401	24.387440	22.127275	22.415674	22.170818	23.541578	24.729460	27.747936	27.258928	23.564404	24.888699	21.279982	21.843420	24.463089	24.338507	23.075554	22.075821	25.627068	24.760565	26.940268	23.526934	25.717205	23.715158	23.409758	24.733696	23.524532	23.912390	21.535355	22.414404	26.123173	25.190010	21.276157	24.405237	21.257671	22.862494	24.907066	24.422693	23.971750	24.209146	22.353300	23.504305	23.281879	24.475065	20.801804	27.934437	24.587486	23.409042	22.284365	23.747917	22.814861	24.154875	24.334593	21.586227	24.846556	25.545687	22.148884	24.610909	22.613298	22.429298	22.323391	22.388758	21.538757	26.073746	21.503332	22.676203	22.641096	25.985064	24.219484	26.129412	23.288307	25.033449	29.267950	
23.105465	27.216764	25.043734	25.332260	23.953970	25.042225	26.247471	21.900429	24.166210	23.742380	23.784250	24.596727	25.752823	26.920490	25.545799	25.191900	26.749285	24.969982	24.226364	25.134129	26.774817	24.737314	25.577055	21.919277	22.642076	24.864412	24.807907	22.003078	25.593990	25.546299	26.348536	30.048054	26.976473	25.416924	25.907242	22.767372	25.464941	24.783802	24.663326	26.120613	23.067009	28.004305	25.023573	27.994623	26.829607	24.236185	22.248186	24.540991	24.131165	24.223503	25.614742	24.070181	24.510954	26.267754	24.563654	23.286057	24.132524	21.758673	24.567636	25.196262	25.042791	26.259048	23.888987	22.318932	26.165382	24.279034	25.189747	24.478704	27.737467	25.098440	23.726425	25.172594	24.753534	23.892515	24.143908	26.865520	22.126118	24.404709	25.383390	24.738527	23.860191	22.217678	22.620691	26.059961	21.779434	23.827587	28.972387	23.858889	23.541300	23.734463	25.274216	24.565981	26.978947	25.228830	22.638807	28.817533	
25.404455	27.376841	25.775465	26.128942	23.358852	25.621080	25.410921	20.772327	24.539755	24.954262	24.576553	24.104219	26.395147	26.167530	26.405125	23.862568	26.801220	25.620571	23.803476	24.985161	27.204241	22.716963	25.704521	20.618355	22.565929	25.877029	24.741276	22.522354	24.010221	26.256859	24.992451	29.044573	26.973667	24.830524	25.868946	23.812481	24.334982	25.880154	24.287851	25.841581	22.729992	27.664686	24.103237	27.363113	25.295609	25.176172	24.369095	24.893290	23.177227	24.565922	28.034193	23.485218	25.064953	26.472296	24.908274	23.570873	24.823273	23.154594	24.884527	24.105373	25.128187	27.481043	25.629734	22.416777	24.710157	23.769199	24.264242	25.614840	28.079580	24.036375	24.026073	23.758787	24.783619	24.506535	23.765886	26.492649	22.710501	25.899508	24.789333	23.780874	25.110998	21.710640	21.884327	24.542057	21.615688	24.113993	28.551760	24.395235	23.214727	24.100855	26.947227	25.877060	28.418093	24.897808	23.721718	28.957541	
21.164165	22.890253	23.711491	23.669058	21.431641	21.906214	22.771971	16.943918	21.637800	22.794529	20.932953	22.410427	24.010204	22.972971	23.626431	21.057203	24.160830	22.120487	21.311287	22.785158	24.418356	20.266487	23.655397	18.320555	20.504673	22.993267	22.540180	19.650221	22.362547	22.441483	22.736927	25.884365	22.953976	22.060949	23.923658	22.087082	20.790455	23.557348	22.029785	24.818108	20.840311	25.043224	20.403891	23.395746	21.522591	22.898840	23.054152	20.654352	20.084610	22.593048	23.686417	21.649006	23.180391	23.401438	23.075245	19.772823	21.811495	19.920664	23.935326	24.024826	21.894724	22.049431	21.798855	20.319218	23.019363	22.377981	22.608347	22.325842	24.677999	21.782434	21.407326	21.459560	22.199465	21.098782	19.943699	23.889112	21.419195	22.983433	22.165863	21.566986	23.636915	19.929630	19.608027	22.808372	19.947266	21.863329	23.293789	21.386890	20.995182	19.726509	22.616570	20.537291	22.508726	22.279814	23.642572	24.644697	
25.965603	28.497005	26.058714	27.544788	25.233765	26.848471	27.854076	21.515215	23.908831	25.915333	25.156439	25.812744	27.595297	26.199060	26.050713	25.871096	28.095783	26.222382	25.416752	25.851288	27.284292	23.865416	26.347542	23.000431	24.287172	25.852581	27.403866	21.884758	25.255547	26.418699	25.845768	28.587006	25.287233	26.216825	26.506617	25.199905	24.896774	27.329079	25.288843	27.712891	22.366522	29.179955	23.434872	28.708164	25.811447	26.939749	26.700535	24.702833	24.093775	26.092699	28.109940	24.963409	27.138325	26.448994	26.565517	22.656738	25.785364	23.094210	27.202782	25.809954	24.457512	25.391819	24.987761	24.165930	27.392847	26.412340	25.212454	23.973698	29.236858	26.226536	26.435167	25.075766	26.983368	25.411123	22.965157	28.061274	24.785004	26.047562	27.899014	24.263195	25.426422	22.992722	23.831993	24.797941	21.562069	22.986626	28.012100	25.225239	24.515968	23.544336	26.527359	26.366564	26.246328	26.583094	25.965073	28.972836	
24.888624	28.127483	26.260319	26.595421	23.269352	24.688511	27.793819	22.151283	23.442720	26.522394	25.273981	26.048115	26.432838	27.593857	26.434719	25.163399	27.133879	25.311354	23.946726	23.800665	28.181698	24.519947	26.028435	21.879198	25.072168	25.646816	25.637884	22.430159	27.060358	26.951551	25.410114	30.190323	26.125113	25.258911	27.014948	25.368286	26.782362	26.361465	27.727634	27.599182	21.790894	27.532604	25.855659	30.679117	24.898703	26.152849	25.052887	25.195261	23.476961	26.202263	26.252144	25.155394	24.944803	26.642553	26.905161	23.500353	24.391865	23.578655	25.836296	26.021597	24.016977	25.964764	25.392315	23.519287	25.867928	27.709385	25.452623	24.240904	29.006132	26.590502	26.371105	24.494932	24.810255	26.051369	24.599564	27.550468	22.977217	25.972679	25.330666	25.026836	25.991812	22.818537	24.031689	25.558338	22.468029	23.701284	27.566957	23.418373	23.913876	24.018885	27.035271	24.245186	26.944397	25.114435	25.528414	29.364969	
24.669943	25.442583	25.879011	25.768038	23.132025	24.463646	24.878267	19.121691	24.926264	24.585791	22.353601	24.426716	25.132147	25.033979	24.799221	24.593334	25.867697	24.137037	24.304825	22.048954	26.881578	23.884243	24.320986	21.057112	22.097755	24.309893	23.432291	22.539518	23.900841	24.226158	23.769270	30.454357	24.706867	23.186794	24.515684	23.507196	24.123192	25.185202	24.155121	25.349714	22.383287	26.715458	24.594728	26.736601	25.528793	23.904652	23.017817	21.821865	23.042397	23.367485	24.773878	22.881184	23.687500	25.379286	23.022121	21.948833	25.001286	21.630260	24.081503	23.848087	26.182524	26.144802	21.772316	21.485060	23.975021	24.116428	24.328743	24.199148	26.966141	23.657175	23.819105	23.303551	22.813847	23.876154	22.791040	25.300919	22.526953	23.619402	25.227016	23.271307	22.963123	21.677904	21.470770	24.529921	19.976398	23.309660	27.871260	22.209909	22.070324	22.571568	24.161636	23.453625	26.592377	22.952066	23.322681	27.283686	
21.157084	23.889641	21.269617	23.273949	20.845039	21.225485	22.312626	18.802820	20.226633	21.820137	20.558949	20.054127	23.064941	21.896175	21.538738	21.491335	22.597265	21.404047	20.688183	20.375698	23.017305	21.960983	23.348782	18.145897	20.556517	22.243824	21.332190	20.473280	21.911036	22.699854	22.666872	25.626137	22.771988	21.113070	22.402086	22.235687	20.341660	23.433743	22.175159	22.436037	19.415527	24.057173	19.444450	23.810427	22.223829	21.200182	21.928316	20.294884	20.946772	20.148935	24.526115	21.937605	22.554020	22.334393	21.356741	18.633667	21.322313	19.408855	22.140600	21.959246	21.255524	21.529770	21.934254	19.011616	22.203190	22.368423	21.214293	20.386448	25.349464	22.005539	20.490454	21.007584	20.354923	20.144697	18.641903	23.803282	20.718771	23.488852	21.309347	21.387897	20.170822	19.522121	19.856964	21.878080	17.331680	20.178999	24.266642	20.047419	19.453541	20.081240	22.078505	21.035721	23.827528	21.639175	21.465977	24.396389	
23.365149	27.998068	26.223906	26.399778	24.059452	24.597534	25.522984	21.828581	23.778238	24.414017	24.412842	23.506273	26.588217	25.744614	26.073292	24.252665	26.448856	24.399549	23.811968	24.901678	26.432144	24.517763	25.183260	22.316692	22.252441	24.193886	24.837730	21.734123	25.008801	26.220551	25.161459	29.324215	25.099623	25.114565	26.317278	23.727331	24.872547	25.054720	25.914160	26.444563	22.337481	27.582853	24.352039	27.500481	24.260395	25.402094	22.955620	25.298008	23.999765	26.291796	27.122488	22.232210	25.054037	26.172350	25.454205	23.362026	23.642271	23.244875	24.546343	23.506227	25.332157	25.938866	24.649204	22.453321	24.962873	25.150076	25.263889	24.195404	28.156019	24.265644	23.614902	24.111671	25.040260	24.569168	23.738533	26.592379	22.641720	24.390366	25.607426	23.721205	24.874208	21.568010	24.059299	24.106623	20.852102	24.206696	27.111851	22.947142	23.689901	23.368855	26.784195	24.974575	26.888659	24.837080	23.823298	28.366020	
